tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***97058,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0408,AT,509 BEECROFT RD,,,ON
***47202,20100101,5,PARK-HWY DRNG PROH TIMES/DAYS,40,0411,NR,191 DUNDAS ST W,,,ON
***73142,20100101,5,PARK HWY PROHIBED TIME/DAY,40,0411,NR,55 CENTRE AVE,,,ON
***57609,20100101,363,PARK ON-STRT DISABLD NO PERMIT,450,0418,NR,111 CHESTNUT ST,,,ON
***73143,20100101,5,PARK HWY PROHIBED TIME/DAY,40,0418,NR,111 CHESTNUT ST,,,ON
***97059,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0419,AT,5418 YONGE ST,,,ON
***57610,20100101,364,STAND ON-STRT DISABL NO PERMIT,450,0420,NR,111 CHESTNUT ST,,,ON
***73144,20100101,5,PARK HWY PROHIBED TIME/DAY,40,0420,NR,111 CHESTNUT ST,,,ON
***97060,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0420,AT,5418 YONGE ST,,,ON
***97061,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0421,AT,5418 YONGE ST,,,ON
***97062,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0422,AT,5418 YONGE ST,,,ON
***97063,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0422,AT,5418 YONGE ST,,,ON
***57611,20100101,5,PARK HWY PROHIBED TIME/DAY,40,0423,NR,89 CHESTNUT ST,,,ON
***98884,20100101,29,PARK PROHIBITED TIME NO PERMIT,30,0445,,EDWARD ST,,YONGE ST,ON
***47890,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0446,AT,80 MORNELLE CRT,,,ON
***41020,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0449,,2743 VICTORIA PARK AVE,,,ON
***62658,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0451,,10 GOWER ST,,,ON
***67616,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0525,,130 ELIZABETH ST,,,ON
***11714,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0536,,3000 MIDLAND AV,,,ON
***46769,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0605,,701 KING ST W,,,ON
***07959,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0641,AT,393 EGLINTON AVE E,,,ON
***86541,20100101,15,PARK 3M OF FIRE HYDRANT,100,0643,NR,1187 LANSDOWNE AVE,,,ON
***86542,20100101,58,STOP - WITHIN 9.0M OF XWALK,60,0651,NR,168 LANSDOWNE AVE,,,ON
***68444,20100101,192,STAND SIGNED TRANSIT STOP,60,0653,NR,529 PARLIAMENT ST,,,ON
***46544,20100101,29,PARK PROHIBITED TIME NO PERMIT,30,0654,NR,171 CAMBRIDGE AVE,,,ON
***67537,20100101,9,STOP HWY PROHIBITED TIME/DAY,60,0655,E/S,SHERBOURNE ST,N/O,WELLESLEY ST E,ON
***45603,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0657,AT,24 WELLESLEY ST W,,,ON
***67538,20100101,134,PARK IN PUBLIC LANE,30,0701,R/O,339 GEORGE ST,,,ON
***45604,20100101,9,STOP HWY PROHIBITED TIME/DAY,60,0704,OPP,220 ELIZABETH ST,,,ON
***67539,20100101,8,STAND VEH-HWY-PROH TIME/DAYS,60,0707,OPP,10 LOWER JARVIS ST,,,ON
***07960,20100101,9,STOP HWY PROHIBITED TIME/DAY,60,0725,NR,180 CUMBERLAND ST,,,ON
***53466,20100101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0729,NR,10 DENHAM RD,,,ON
***53467,20100101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0737,NR,55 BONNIEWOOD RD,,,ON
***07961,20100101,8,STAND VEH-HWY-PROH TIME/DAYS,60,0738,NR,143 SPADINA RD,,,ON
***36687,20100101,338,PARK - BETWEEN ROAD & SIDEWALK,50,0745,NR,11 CANMORE BLVD,,,ON
***18953,20100101,30,STOP ON/OVER SIDEWALK/PATH,60,0748,NR,231 LYNEDOCK CRES,,,ON
***36688,20100101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0755,NR,7 PORTRUSH CRES,,,ON
***36689,20100101,48,FAIL TO PARK/STOP PAR TO CURB,15,0756,NR,23 PORTRUSH CRES,,,ON
***73772,20100101,355,PARK IN DISABLED NO PERMIT,450,0757,AT,20 FOREST MANOR RD,,,ON
***46545,20100101,48,FAIL TO PARK/STOP PARA TO CURB,15,0802,NR,102 RIDGE DR,,,ON
***67540,20100101,9,STOP HWY PROHIBITED TIME/DAY,60,0802,OPP,120 OAK ST,,,ON
***45605,20100101,9,STOP HWY PROHIBITED TIME/DAY,60,0804,OPP,200 ELIZABETH ST,,,ON
***36690,20100101,48,FAIL TO PARK/STOP PAR TO CURB,15,0805,NR,159 CALVERLEY TRL,,,ON
***67541,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0812,AT,67 SHUTER ST,,,AB
***98486,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0814,AT,25 BRIMWOOD BLVD,,,ON
***18954,20100101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0818,NR,27 APPLEMORE RD,,,ON
***73773,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0819,AT,640 SHEPPARD AVE E,,,ON
***07962,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0820,AT,300 BLOOR ST E,,,ON
***18955,20100101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0826,NR,42 TUNMEAD SQ,,,ON
***53468,20100101,9,STOP HWY PRO TIME/DAYS,60,0829,OPP,49 GILDER DR,,,ON
***36691,20100101,11,PARK/STOP MORE THAN 30 CM CURB,15,0829,NR,212 BONSPIEL DR,,,ON
***23816,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0830,AT,2700 KIPLING AVE,,,ON
***23817,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0830,AT,2700 KIPLING AVE,,,ON
***36692,20100101,11,PARK/STOP MORE THAN 30 CM CURB,15,0830,NR,212 BONSPIEL DR,,,MI
***23818,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0831,AT,2700 KIPLING AVE,,,ON
***23819,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0831,AT,2700 KIPLING AVE,,,ON
***23820,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0832,AT,2700 KIPLING AVE,,,ON
***86543,20100101,8,STAND VEH-HWY-PROH TIME/DAYS,60,0832,NR,1278 DUNDAS ST W,,,ON
***07963,20100101,15,PARK 3M OF FIRE HYDRANT,100,0836,NR,189 MADISON AVE,,,ON
***36693,20100101,338,PARK - BETWEEN ROAD & SIDEWALK,50,0837,NR,4 LAMPMAN DR,,,ON
***73774,20100101,5,PARK HWY AT PROHIB TIME/DAY,40,0837,NR,55 CHIPWOOD CRES,,,ON
***53469,20100101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0838,NR,66 BRIDLEGROVE DR,,,ON
***73775,20100101,30,STOP ON/OVER SIDEWALK/PATH,60,0839,NR,57 CHIPWOOD CRES,,,MN
***86544,20100101,5,PARK HWY PROHIBED TIME/DAY,40,0839,NR,75 LEONARD AVE,,,ON
***73776,20100101,30,STOP ON/OVER SIDEWALK/PATH,60,0842,NR,113 CHIPWOOD CRES,,,ON
***73777,20100101,30,STOP ON/OVER SIDEWALK/PATH,60,0844,NR,136 CHIPWOOD CRES,,,ON
***45606,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0845,AT,390 QUEENS QUAY W,,,ON
***45607,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0845,AT,390 QUEENS QUAY W,,,ON
***45608,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0846,AT,390 QUEENS QUAY W,,,ON
***45609,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0847,AT,390 QUEENS QUAY W,,,MI
***45610,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0848,AT,390 QUEENS QUAY W,,,ON
***53470,20100101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0849,NR,132 PERIVALE CRES,,,ON
***45611,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0850,AT,390 QUEENS QUAY W,,,ON
***45612,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0851,AT,390 QUEENS QUAY W,,,ON
***45613,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0852,AT,390 QUEENS QUAY W,,,ON
***45614,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0853,AT,390 QUEENS QUAY W,,,ON
***64389,20100101,79,PARK ON HWY UNDER 6M WIDE,30,0854,R/O,647 SENTINEL RD,,,ON
***98487,20100101,48,FAIL TO PARK/STOP PAR TO CURB,15,0854,NR,85 GENNELA SQ,,,ON
***67156,20100101,355,PARK IN DISABLED NO PERMIT,450,0900,AT,74 CASSANDRA BLVD,,,ON
***53471,20100101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0900,NR,4 BRANTWOOD DR,,,ON
***87115,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0902,NR,2 VAUGHAN RD,,,ON
***98488,20100101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0903,NR,7 DARBY CRT,,,ON
***18956,20100101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0909,NR,85 MILFORD HAVEN DR,,,ON
***78108,20100101,49,FAIL PARK/STOP PAR RT HAND LTD,15,0911,NR,70 WEYBRIGHT CRT,,,ON
***78109,20100101,49,FAIL PARK/STOP PAR RT HAND LTD,15,0911,NR,70 WEYBRIGHT CRT,,,ON
***45615,20100101,9,STOP HWY PROHIBITED TIME/DAY,60,0912,NR,455 SPADINA AVE,,,ON
***78110,20100101,49,FAIL PARK/STOP PAR RT HAND LTD,15,0912,NR,70 WEYBRIGHT CRT,,,ON
***98489,20100101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0916,NR,34 HARVEST MOON DR,,,ON
***98490,20100101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0918,NR,10 HARVEST MOON DR,,,ON
***98491,20100101,48,FAIL TO PARK/STOP PAR TO CURB,15,0920,NR,34 HARVEST MOON DR,,,ON
***73778,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0922,AT,2 REAN DR,,,NB
***73779,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0924,AT,2 REAN DR,,,ON
***73780,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0925,AT,2 REAN DR,,,ON
***73781,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0927,AT,2 REAN DR,,,ON
***07964,20100101,8,STAND SIGN HWY PRO TIMES/DAYS,60,0929,OPP,2 SUTHERLAND DR,,,ON
***86063,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0935,NR,165 GRANGE AVE,,,ON
***46546,20100101,357,PARK IN DISABLED NOT DROP OFF,450,0943,AT,555 REXDALE BLVD,,,ON
***68445,20100101,9,STOP HWY PROHIBITED TIME/DAY,60,0944,OPP,285 VICTORIA ST,,,ON
***91849,20100101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0945,NR,1 CONWAY AVE,,,ON
***28094,20100101,16,PARK 9M OF INTERSCTING HIGHWAY,40,0946,NR,11 ROSEHEATH AVE,,,ON
***07965,20100101,8,STD VEH HWY PROHIB TIME/DAY,60,0948,NR,254 BROADWAY AVE,,,ON
***67542,20100101,9,STOP HWY PROHIBITED TIME/DAY,60,0948,OPP,200 ELIZABETH ST,,,ON
***67543,20100101,9,STOP HWY PROHIBITED TIME/DAY,60,0948,OPP,200 ELIZABETH ST,,,ON
***44996,20100101,9,STOP HWY PRO TIME/DAYS,60,0950,NR,72 GILDER DR,E/S,,ON
***68446,20100101,8,STD VEH HWY PROHIB TIME/DAY,60,0950,OPP,45 CARLTON ST,,,ON
***28095,20100101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,0951,NR,52 NORWOOD RD,,,ON
***64982,20100101,16,PARK 9M OF INTERSCTING HIGHWAY,40,0955,OPP,143 HUMBERSIDE AVE,,,ON
***98492,20100101,71,STOP ADJ TO CENTRE BOULEVARD,60,0956,OPP,31 CHEATHAM PL,,,ON
***46547,20100101,357,PARK IN DISABLED NOT DROP OFF,450,1001,AT,555 REXDALE BLVD,,,ON
***07966,20100101,363,PARK ON-STRT DISABLD NO PERMIT,450,1004,NR,24 CHERITAN AVE,,,ON
***64983,20100101,16,PARK 9M OF INTERSCTING HIGHWAY,40,1005,E/S,MAVETY ST,N/O,HUMBERSIDE AVE,ON
***67157,20100101,347,PARK IN A FIRE ROUTE,250,1009,AT,101 VALLEY WOODS RD,,,ON
***91850,20100101,347,PARK IN A FIRE ROUTE,250,1011,NR,2400 EGLINTON AVE W,,,ON
***28096,20100101,29,PARK PROHIBITED TIME NO PERMIT,30,1011,NR,23 BOWDEN ST,,,ON
***68447,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1014,AT,736 BAY ST,,,ON
***73782,20100101,347,PARK IN A FIRE ROUTE,250,1014,OPP,3 GOLDEN APPLEWAY,,,ON
***45616,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1015,AT,736 BAY ST,,,ON
***67544,20100101,9,STOP HWY PROHIBITED TIME/DAY,60,1016,OPP,38 SHUTER ST,,,ON
***73783,20100101,347,PARK IN A FIRE ROUTE,250,1017,NR,4 STARK APPLEWAY,,,ON
***68448,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1018,AT,736 BAY ST,,,ON
***73784,20100101,347,PARK IN A FIRE ROUTE,250,1018,NR,5 STARK APPLEWAY,,,ON
***68449,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1019,AT,736 BAY ST,,,ON
***68450,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1020,AT,736 BAY ST,,,ON
***45617,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1020,AT,736 BAY ST,,,ON
***68451,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1021,AT,736 BAY ST,,,NS
***67228,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1022,,200 WOOLNER AV,,,ON
***68452,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1023,AT,736 BAY ST,,,ON
***20584,20100101,2,PARK LONGER THAN 3 HOURS,15,1025,NR,74 PLANTAIN WAY,,,ON
***20585,20100101,2,PARK LONGER THAN 3 HOURS,15,1026,AT,74 PLANTAIN WAY,,,ON
***11754,20100101,8,STAND VEH-HWY-PROH TIME/DAYS,60,1026,NR,5150 YONGE ST,,,ON
***67545,20100101,29,PARK PROHIBITED TIME NO PERMIT,30,1026,NR,125 FREDERICK ST,,,ON
***28097,20100101,29,PARK PROHIBITED TIME NO PERMIT,30,1027,NR,59 RHODES AVE,,,ON
***11755,20100101,8,STAND VEH-HWY-PROH TIME/DAYS,60,1028,NR,5000 YONGE ST,,,ON
***87116,20100101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1028,NR,1183 KIPLING AVE,,,ON
***73785,20100101,355,PARK IN DISABLED NO PERMIT,450,1029,AT,1770 EGLINTON AVE E,,,ON
***20586,20100101,2,PARK LONGER THAN 3 HOURS,15,1030,AT,15 FLYCATCHER AVE,,,ON
***46548,20100101,357,PARK IN DISABLED NOT DROP OFF,450,1030,AT,555 REXDALE BLVD,,,ON
***87117,20100101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1033,NR,1184 ISLINGTON AVE,,,ON
***69576,20100101,347,PARK IN A FIRE ROUTE,250,1034,,1884 DAVENPORT RD,,,ON
***86545,20100101,5,PARK HWY PROHIBED TIME/DAY,40,1035,OPP,20 ROBERT ST,,,ON
***86546,20100101,5,PARK HWY PROHIBED TIME/DAY,40,1036,OPP,22 ROBERT ST,,,ON
***46549,20100101,357,PARK IN DISABLED NOT DROP OFF,450,1043,AT,555 REXDALE BLVD,,,ON
***86547,20100101,8,STAND VEH-HWY-PROH TIME/DAYS,60,1043,NR,502 SPADINA AVE,,,ON
***02403,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1044,,237 VICTORIA ST,,,ON
***02404,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1047,,237 VICTORIA ST,,,ON
***07967,20100101,8,STD VEH HWY PROHIB TIME/DAY,60,1047,NR,78 HOLLY ST,,,ON
***20064,20100101,134,PARK IN PUBLIC LANE,30,1047,OPP,26 WARREN CRES,,,ON
***02405,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1058,,388 RICHMOND ST,,,ON
***64984,20100101,16,PARK 9M OF INTERSCTING HIGHWAY,40,1058,NR,74 SORAUREN AVE,,,ON
***02406,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1100,,388 RICHMOND ST,,,ON
***98493,20100101,15,PARK 3 M OF FIRE HYDRANT,100,1102,NR,89 WITHYCOMBE CRES,,,ON
***02408,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1103,,388 RICHMOND ST,,,ON
***34935,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1103,AT,3 ROWNTREE RD,,,ON
***64985,20100101,15,PARK 3M OF FIRE HYDRANT,100,1103,NR,1455 QUEEN ST W,,,ON
***64394,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1104,,941 PROGRESS AV,,,ON
***72702,20100101,8,STAND VEH-HWY-PROH TIME/DAYS,60,1105,NR,3283 DUNDAS ST W,,,ON
***53472,20100101,347,PARK IN A FIRE ROUTE,250,1106,AT,4479 KINGSTON RD,,,ON
***53473,20100101,347,PARK IN A FIRE ROUTE,250,1107,AT,4479 KINGSTON RD,,,ON
***67546,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1107,AT,333 ADELAIDE ST E,,,ON
***73786,20100101,30,STOP ON/OVER SIDEWALK/PATH,60,1107,NR,145 UNDERHILL DR,,,ON
***73787,20100101,30,STOP ON/OVER SIDEWALK/PATH,60,1108,NR,145 UNDERHILL DR,,,ON
***86064,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1112,NR,1005 KING ST W,,,ON
***86065,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1113,NR,1005 KING ST W,,,ON
***68453,20100101,8,STD VEH HWY PROHIB TIME/DAY,60,1114,NR,80 FRONT ST E,,,ON
***86066,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1115,NR,1005 KING ST W,,,ON
***86067,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1116,NR,1005 KING ST W,,,ON
***34936,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1117,AT,3 ROWNTREE RD,,,ON
***86068,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1119,NR,1005 KING ST W,,,ON
***02409,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1124,,300 QUEEN ST W,,,ON
***02410,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1126,,360 QUEEN ST W,,,ON
***53474,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1127,AT,709 KENNEDY RD,,,ON
***67547,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1127,AT,81 NAVY WHARF CRT,,,ON
***67548,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1136,AT,81 NAVY WHARF CRT,,,ON
***07968,20100101,15,PARK 3M OF FIRE HYDRANT,100,1141,NR,11 CLARENDON AVE,,,ON
***67549,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1148,AT,230 QUEENS QUAY E,,,ON
***86548,20100101,5,PARK HWY PROHIBED TIME/DAY,40,1149,NR,160 BRUNSWICK AVE,,,ON
***86549,20100101,5,PARK HWY PROHIBED TIME/DAY,40,1150,NR,158 BRUNSWICK AVE,,,ON
***69577,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1152,AT,1901 SHEPPARD AV W,,,ON
***36694,20100101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1203,NR,66 BRIDLEGROVE DR,,,ON
***86069,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1207,NR,50 LYNN WILLIAMS ST,,,ON
***69578,20100101,347,PARK IN A FIRE ROUTE,250,1208,,50 BRADY CR,,,ON
***45618,20100101,9,STOP HWY PROHIBITED TIME/DAY,60,1208,NR,35 GERRARD ST W,,,ON
***69579,20100101,347,PARK IN A FIRE ROUTE,250,1209,,50 BRADY CR,,,ON
***95332,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1210,,777 JANE ST,,,ON
***75401,20100101,312,PARKING MACH-NOT USED/NO FEE  ,30,1217,,268 RHODES AVE,,,ON
***02411,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1222,,920 YONGE ST,,,ON
***75402,20100101,312,PARKING MACH-NOT USED/NO FEE  ,30,1226,,1167 EASTERN AV,,,ON
***67617,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1232,,130 ELIZABETH ST,,,ON
***75403,20100101,314,PARK - NOT WITHIN PERIOD  ,30,1233,,118 SARAH ASHBRIDGES AV,,,ON
***07969,20100101,15,PARK 3M OF FIRE HYDRANT,100,1233,NR,40 ORCHARD VIEW BLVD,,,ON
***27642,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1234,,2075 BAYVIEW AVE,,,ON
***92824,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1235,,10 NORTHTOWN WAY,,,ON
***75404,20100101,312,PARKING MACH-NOT USED/NO FEE  ,30,1241,,116 JOSEPH DUGGAN RD,,,ON
***86550,20100101,8,STAND VEH-HWY-PROH TIME/DAYS,60,1244,NR,1603 DUNDAS ST W,,,ON
***02412,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1245,,140 REDPATH AVE,,,ON
***67618,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1245,,130 ELIZABETH ST,,,ON
***69580,20100101,347,PARK IN A FIRE ROUTE,250,1249,,2063 ISLINGTON AV,,,ON
***02414,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1251,,140 REDPATH AVE,,,ON
***86551,20100101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1251,NR,170 GORE VALE AVE,,,ON
***86552,20100101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1251,NR,160 GORE VALE AVE,,,ON
***20065,20100101,5,PARK-HWY PROHIB TIMES/DAYS,40,1253,N/S,MACDONALD AVE,W/O,JANE ST,QC
***02415,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1257,,140 REDPATH AVE,,,ON
***75405,20100101,312,PARKING MACH-NOT USED/NO FEE  ,30,1258,,85 LEE AVE,,,ON
***02416,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1301,,140 REDPATH AVE,,,ON
***45619,20100101,9,STOP HWY PROHIBITED TIME/DAY,60,1301,NR,1 WOOD ST,,,ON
***45620,20100101,9,STOP HWY PROHIBITED TIME/DAY,60,1307,OPP,200 ELIZABETH ST,,,ON
***67619,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1312,,130 ELIZABETH ST,,,ON
***28098,20100101,29,PARK PROHIBITED TIME NO PERMIT,30,1314,NR,87 RHODES AVE,,,ON
***28099,20100101,29,PARK PROHIBITED TIME NO PERMIT,30,1317,NR,3 RHODES AVE,,,ON
***18957,20100101,347,PARK IN A FIRE ROUTE,250,1318,AT,1704 VICTORIA PARK AVE,,,ON
***28100,20100101,29,PARK PROHIBITED TIME NO PERMIT,30,1318,NR,3 RHODES AVE,,,ON
***64390,20100101,5,PARK HWY AT PROHIB TIME/DAY,40,1322,NR,21 ANCONA ST,,,ON
***98494,20100101,71,STOP ADJ TO CENTRE BOULEVARD,60,1327,OPP,66 BUSHWOOD CRT,,,IL
***18958,20100101,347,PARK IN A FIRE ROUTE,250,1327,AT,60 NORTH HILLS TER,,,ON
***42124,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1332,,40 GORDONRIDGE PL,,,ON
***64391,20100101,8,STAND VEH-HWY-PROH TIME/DAYS,60,1337,NR,5140 YONGE ST,,,ON
***64392,20100101,9,STOP HWY PROHIB TIME/DAY,60,1341,OPP,36 GREENFIELD AVE,,,ON
***98495,20100101,71,STOP ADJ TO CENTRE BOULEVARD,60,1341,OPP,44 SCOTNEY GRV,,,ON
***07970,20100101,8,STAND VEH-HWY-PROH TIME/DAYS,60,1341,NR,506 EGLINTON AVE W,,,ON
***67550,20100101,8,STD VEH HWY PROHIB TIME/DAY,60,1341,NR,244 VICTORIA ST,,,ON
***67551,20100101,8,STD VEH HWY PROHIB TIME/DAY,60,1342,NR,244 VICTORIA ST,,,ON
***67552,20100101,8,STD VEH HWY PROHIB TIME/DAY,60,1342,NR,244 VICTORIA ST,,,OH
***98496,20100101,48,FAIL TO PARK/STOP PAR TO CURB,15,1344,NR,8 BRADWORTHY CRT,,,ON
***98497,20100101,71,STOP ADJ TO CENTRE BOULEVARD,60,1346,OPP,22 HENBURY PL,,,ON
***11756,20100101,5,PARK HWY AT PROHIB TIME/DAY,40,1353,NR,78 HARRISON GARDEN BLVD,,,CT
***45621,20100101,8,STD VEH HWY PROHIB TIME/DAY,60,1353,NR,3 ELM ST,,,ON
***67620,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1356,,130 ELIZABETH ST,,,ON
***67621,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1358,,130 ELIZABETH ST,,,ON
***64393,20100101,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1359,NR,4891 YONGE ST,,,ON
***64394,20100101,8,STAND VEH-HWY-PROH TIME/DAYS,60,1402,NR,5140 YONGE ST,,,ON
***11757,20100101,8,STAND VEH-HWY-PROH TIME/DAYS,60,1402,NR,5100 YONGE ST,,,ON
***75406,20100101,312,PARKING MACH-NOT USED/NO FEE  ,30,1405,,1439 DANFORTH AVE,,,ON
***23821,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1410,AT,289 BIRMINGHAM ST,,,ON
***91758,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1420,,BLOCKING STORAGE ROOM,NR,GARAGE DOOR 2,ON
***77318,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1426,,3460 KEELE ST,,,ON
***67622,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1428,,130 ELIZABETH ST,,,ON
***77319,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1430,,3460 KEELE ST,,,ON
***63692,20100101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1456,NR,1644 KEELE ST,,,ON
***33727,20100101,347,PARK IN A FIRE ROUTE,250,1458,AT,940 CALEDONIA RD,,,ON
***22594,20100101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1459,NR,236 ALBION RD,,,ON
***69581,20100101,347,PARK IN A FIRE ROUTE,250,1503,,444 LUMSDEN AV,,,ON
***17367,20100101,8,STAND VEH-HWY-PROH TIME/DAYS,60,1505,NR,1538 BAYVIEW AVE,,,ON
***52126,20100101,37,PARK HEAVY TRUCK-SIGNED HIGHWA,90,1506,NR,411 GILBERT AVE,,,ON
***93445,20100101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1506,NR,709 CHURCH ST,,,ON
***33728,20100101,337,PARK - ON BOULEVARD,50,1506,AT,122 MORRISON AVE,,,ON
